9252315,d,3,b,1,f,8,twelve
111600381,d,4,e,3,g,2,seven
26708819,d,1,b,2,a,2,draw
158336885,d,4,h,2,e,2,ten
135648073,c,2,c,5,f,2,ten
82157345,c,1,f,4,e,2,twelve
220859049,d,2,e,7,g,6,eleven
133978401,c,2,g,5,c,5,fourteen
255616245,d,3,b,3,b,5,thirteen
176619591,a,1,d,6,g,4,sixteen
131847667,b,1,g,7,d,5,fifteen
254208667,d,4,e,3,b,2,eight
31587163,c,2,c,7,g,4,thirteen
137257375,c,2,c,8,f,1,eight
14237865,d,2,g,4,a,3,five
9214868,d,3,h,4,f,4,twelve
220415487,c,2,d,8,g,7,thirteen
23565616,c,3,a,3,g,3,twelve
27231000,c,1,h,3,b,7,thirteen
207451174,d,4,c,8,h,1,seven
230435382,d,3,c,8,d,7,draw
259364140,c,1,h,3,c,7,fourteen
121260862,d,2,d,3,f,2,five
236859960,a,1,a,6,g,4,fifteen
176794447,b,1,c,7,d,2,fifteen
22825423,a,1,b,4,d,1,thirteen
202330369,d,1,f,5,b,8,fourteen
177814113,d,2,a,4,d,8,twelve
182381620,d,3,f,5,b,2,six
114027576,d,3,e,8,h,1,six
196175921,d,3,c,1,h,8,eleven
23036129,c,2,a,8,e,2,ten
92721617,d,4,g,1,h,4,seven
144066392,c,2,b,6,d,4,fourteen
230561706,b,2,c,8,h,1,nine
12311335,d,1,h,2,f,1,six
93543117,d,4,e,5,b,2,eight
89258832,d,4,a,1,f,6,eleven
110072565,c,2,e,2,c,6,twelve
209230916,d,4,f,3,a,1,seven
255408933,d,2,f,6,h,7,ten
17347447,d,2,c,7,b,4,ten
77701747,d,3,f,1,c,5,twelve
121241338,d,4,f,5,c,1,eight
237877969,a,1,f,2,g,3,draw
191065147,c,3,d,2,h,2,nine
156959442,d,3,d,1,h,4,eleven
93833688,c,1,b,2,f,7,fourteen
9252316,d,4,b,2,f,9,twelve
111600382,d,5,e,4,g,3,seven
26708820,d,2,b,3,a,3,draw
158336886,d,5,h,3,e,3,ten
135648074,c,3,c,6,f,3,ten
82157346,c,2,f,5,e,3,twelve
220859050,d,3,e,8,g,7,eleven
133978402,c,3,g,6,c,6,fourteen
255616246,d,4,b,4,b,6,thirteen
176619592,a,2,d,7,g,5,sixteen
131847668,b,2,g,8,d,6,fifteen
254208668,d,5,e,4,b,3,eight
31587164,c,3,c,8,g,5,thirteen
137257376,c,3,c,9,f,2,eight
14237866,d,3,g,5,a,4,five
9214869,d,4,h,5,f,5,twelve
220415488,c,3,d,9,g,8,thirteen
23565617,c,4,a,4,g,4,twelve
27231001,c,2,h,4,b,8,thirteen
207451175,d,5,c,9,h,2,seven
230435383,d,4,c,9,d,8,draw
259364141,c,2,h,4,c,8,fourteen
121260863,d,3,d,4,f,3,five
236859961,a,2,a,7,g,5,fifteen
176794448,b,2,c,8,d,3,fifteen
22825424,a,2,b,5,d,2,thirteen
202330370,d,2,f,6,b,9,fourteen
177814114,d,3,a,5,d,9,twelve
182381621,d,4,f,6,b,3,six
114027577,d,4,e,9,h,2,six
196175922,d,4,c,2,h,9,eleven
23036130,c,3,a,9,e,3,ten
92721618,d,5,g,2,h,5,seven
144066393,c,3,b,7,d,5,fourteen
230561707,b,3,c,9,h,2,nine
12311336,d,2,h,3,f,2,six
93543118,d,5,e,6,b,3,eight
89258833,d,5,a,2,f,7,eleven
110072566,c,3,e,3,c,7,twelve
209230917,d,5,f,4,a,2,seven
255408934,d,3,f,7,h,8,ten
17347448,d,3,c,8,b,5,ten
77701748,d,4,f,2,c,6,twelve
121241339,d,5,f,6,c,2,eight
237877970,a,2,f,3,g,4,draw
191065148,c,4,d,3,h,3,nine
156959443,d,4,d,2,h,5,eleven
93833689,c,2,b,3,f,8,fourteen
9252317,d,5,b,3,f,10,twelve
111600383,d,6,e,5,g,4,seven
26708821,d,3,b,4,a,4,draw
158336887,d,6,h,4,e,4,ten
135648075,c,4,c,7,f,4,ten
82157347,c,3,f,6,e,4,twelve
220859051,d,4,e,9,g,8,eleven
133978403,c,4,g,7,c,7,fourteen
255616247,d,5,b,5,b,7,thirteen
176619593,a,3,d,8,g,6,sixteen
131847669,b,3,g,9,d,7,fifteen
254208669,d,6,e,5,b,4,eight
31587165,c,4,c,9,g,6,thirteen
137257377,c,4,c,10,f,3,eight
14237867,d,4,g,6,a,5,five
9214870,d,5,h,6,f,6,twelve
220415489,c,4,d,10,g,9,thirteen
23565618,c,5,a,5,g,5,twelve
27231002,c,3,h,5,b,9,thirteen
207451176,d,6,c,10,h,3,seven
230435384,d,5,c,10,d,9,draw
259364142,c,3,h,5,c,9,fourteen
121260864,d,4,d,5,f,4,five
236859962,a,3,a,8,g,6,fifteen
176794449,b,3,c,9,d,4,fifteen
22825425,a,3,b,6,d,3,thirteen
202330371,d,3,f,7,b,10,fourteen
177814115,d,4,a,6,d,10,twelve
182381622,d,5,f,7,b,4,six
114027578,d,5,e,10,h,3,six
196175923,d,5,c,3,h,10,eleven
23036131,c,4,a,10,e,4,ten
92721619,d,6,g,3,h,6,seven
144066394,c,4,b,8,d,6,fourteen
230561708,b,4,c,10,h,3,nine
12311337,d,3,h,4,f,3,six
93543119,d,6,e,7,b,4,eight
89258834,d,6,a,3,f,8,eleven
110072567,c,4,e,4,c,8,twelve
209230918,d,6,f,5,a,3,seven
255408935,d,4,f,8,h,9,ten
17347449,d,4,c,9,b,6,ten
77701749,d,5,f,3,c,7,twelve
121241340,d,6,f,7,c,3,eight
237877971,a,3,f,4,g,5,draw
191065149,c,5,d,4,h,4,nine
156959444,d,5,d,3,h,6,eleven
93833690,c,3,b,4,f,9,fourteen
9252318,d,6,b,4,f,11,twelve
111600384,d,7,e,6,g,5,seven
26708822,d,4,b,5,a,5,draw
158336888,d,7,h,5,e,5,ten
135648076,c,5,c,8,f,5,ten
82157348,c,4,f,7,e,5,twelve
220859052,d,5,e,10,g,9,eleven
133978404,c,5,g,8,c,8,fourteen
255616248,d,6,b,6,b,8,thirteen
176619594,a,4,d,9,g,7,sixteen
131847670,b,4,g,10,d,8,fifteen
254208670,d,7,e,6,b,5,eight
31587166,c,5,c,10,g,7,thirteen
137257378,c,5,c,11,f,4,eight
14237868,d,5,g,7,a,6,five
9214871,d,6,h,7,f,7,twelve
220415490,c,5,d,11,g,10,thirteen
23565619,c,6,a,6,g,6,twelve
27231003,c,4,h,6,b,10,thirteen
207451177,d,7,c,11,h,4,seven
230435385,d,6,c,11,d,10,draw
259364143,c,4,h,6,c,10,fourteen
121260865,d,5,d,6,f,5,five
236859963,a,4,a,9,g,7,fifteen
176794450,b,4,c,10,d,5,fifteen
22825426,a,4,b,7,d,4,thirteen
202330372,d,4,f,8,b,11,fourteen
177814116,d,5,a,7,d,11,twelve
182381623,d,6,f,8,b,5,six
114027579,d,6,e,11,h,4,six
196175924,d,6,c,4,h,11,eleven
23036132,c,5,a,11,e,5,ten
92721620,d,7,g,4,h,7,seven
144066395,c,5,b,9,d,7,fourteen
230561709,b,5,c,11,h,4,nine
12311338,d,4,h,5,f,4,six
93543120,d,7,e,8,b,5,eight
89258835,d,7,a,4,f,9,eleven
110072568,c,5,e,5,c,9,twelve
209230919,d,7,f,6,a,4,seven
255408936,d,5,f,9,h,10,ten
17347450,d,5,c,10,b,7,ten
77701750,d,6,f,4,c,8,twelve
121241341,d,7,f,8,c,4,eight
237877972,a,4,f,5,g,6,draw
191065150,c,6,d,5,h,5,nine
156959445,d,6,d,4,h,7,eleven
93833691,c,4,b,5,f,10,fourteen
9252319,d,7,b,5,f,12,twelve
111600385,d,8,e,7,g,6,seven
26708823,d,5,b,6,a,6,draw
158336889,d,8,h,6,e,6,ten
135648077,c,6,c,9,f,6,ten
82157349,c,5,f,8,e,6,twelve
220859053,d,6,e,11,g,10,eleven
133978405,c,6,g,9,c,9,fourteen
255616249,d,7,b,7,b,9,thirteen
176619595,a,5,d,10,g,8,sixteen
131847671,b,5,g,11,d,9,fifteen
254208671,d,8,e,7,b,6,eight
31587167,c,6,c,11,g,8,thirteen
137257379,c,6,c,12,f,5,eight
14237869,d,6,g,8,a,7,five
9214872,d,7,h,8,f,8,twelve
220415491,c,6,d,12,g,11,thirteen
23565620,c,7,a,7,g,7,twelve
27231004,c,5,h,7,b,11,thirteen
207451178,d,8,c,12,h,5,seven
230435386,d,7,c,12,d,11,draw
259364144,c,5,h,7,c,11,fourteen
121260866,d,6,d,7,f,6,five
236859964,a,5,a,10,g,8,fifteen
176794451,b,5,c,11,d,6,fifteen
22825427,a,5,b,8,d,5,thirteen
202330373,d,5,f,9,b,12,fourteen
177814117,d,6,a,8,d,12,twelve
182381624,d,7,f,9,b,6,six
114027580,d,7,e,12,h,5,six
196175925,d,7,c,5,h,12,eleven
23036133,c,6,a,12,e,6,ten
92721621,d,8,g,5,h,8,seven
144066396,c,6,b,10,d,8,fourteen
230561710,b,6,c,12,h,5,nine
12311339,d,5,h,6,f,5,six
93543121,d,8,e,9,b,6,eight
89258836,d,8,a,5,f,10,eleven
110072569,c,6,e,6,c,10,twelve
209230920,d,8,f,7,a,5,seven
255408937,d,6,f,10,h,11,ten
17347451,d,6,c,11,b,8,ten
77701751,d,7,f,5,c,9,twelve
121241342,d,8,f,9,c,5,eight
237877973,a,5,f,6,g,7,draw
